물품,토큰,계약금액,계약일
(분자의생명전공)실험실습재료(vent filter mpk02 외 3종),"['실험', '실습', '재료']",1868900,2020-11-04
기초교육원 부서운영 소모품,"['부서', '운영', '소모품']",154000,2020-11-04
국외 전자책(eBook) 희망자료,"['국외', '전자책', '희망', '자료']",12115700,2020-11-04
프린터 잉크,"['프린터', '잉크']",76500,2020-11-04
입시업무용 청색 원형 쓰레기통,"['입시', '업무', '청색', '원형', '쓰레기통']",181500,2020-11-04
(명시이월) 기초과학연구소 조립PC (모니터 포함),"['명시', '이월', '기초과학', '연구소', '조립', '모니터', '포함']",2242500,2020-11-04
동아리연합회 소모품,"['동아리', '연합', '소모품']",91500,2020-11-04
부서운영 소모품(외장하드),"['부서', '운영', '소모품', '외장하드']",446700,2020-11-04
기초교육원 시험용 소모품,"['시험', '소모품']",746400,2020-11-04
(분자의생명전공)실험실습재료(Fetal bovine serum),"['실험', '실습', '재료']",3300000,2020-11-04
"[대학혁신지원사업] 2021학년도 수시모집 실기고사(체육, 미술계열) 운영 방역물품","['대학', '혁신', '지원', '사업', '학년', '수시', '모집', '실기', '고사', '체육', '미술', '계열', '운영', '방역', '물품']",2131250,2020-11-04
공자학원 2020학년도 4학기 중국어 교재,"['공자', '학원', '학년', '학기', '중국어', '교재']",14400,2020-11-04
부서운영 소모품(외장하드),"['부서', '운영', '소모품', '외장하드']",446700,2020-11-04
(분자의생명전공)실험실습재료(Fetal bovine serum),"['실험', '실습', '재료']",3300000,2020-11-04
기초교육원 시험용 소모품,"['시험', '소모품']",746400,2020-11-04
"[대학혁신지원사업] 2021학년도 수시모집 실기고사(체육, 미술계열) 운영 방역물품","['대학', '혁신', '지원', '사업', '학년', '수시', '모집', '실기', '고사', '체육', '미술', '계열', '운영', '방역', '물품']",2131250,2020-11-04
입시업무용 청색 원형 쓰레기통,"['입시', '업무', '청색', '원형', '쓰레기통']",181500,2020-11-04
프린터 잉크,"['프린터', '잉크']",76500,2020-11-04
동아리연합회 소모품,"['동아리', '연합', '소모품']",91500,2020-11-04
기초교육원 부서운영 소모품,"['부서', '운영', '소모품']",154000,2020-11-04
공자학원 2020학년도 4학기 중국어 교재,"['공자', '학원', '학년', '학기', '중국어', '교재']",14400,2020-11-04
(분자의생명전공)실험실습재료(vent filter mpk02 외 3종),"['실험', '실습', '재료']",1868900,2020-11-04
(생명공학전공)실험실습재료(유정란),"['실험', '실습', '재료', '유정']",31000,2020-11-05
학생생활상담소 심리검사지,"['학생', '생활', '담소', '심리검사']",2000000,2020-11-05
AV시스템 유지관리용 소모성자재,"['시스템', '유지관리', '소모', '자재']",2211900,2020-11-05
[예술체육대학 조형예술학부] 국비(성과관리사업) 조형예술학부(웹캠) 교육용기자재,"['국비', '성과', '관리', '사업', '웹캠', '교육', '용기', '자재']",1500000,2020-11-05
[영자신문사]소모품,"['영자', '신문사', '소모품']",205400,2020-11-05
학생생활상담소 심리검사지,"['학생', '생활', '담소', '심리검사']",2000000,2020-11-05
(생명공학전공)실험실습재료(유정란),"['실험', '실습', '재료', '유정']",31000,2020-11-05
실험실습재료(Hyclone Fetal Bovine Serum),"['실험', '실습', '재료']",825000,2020-11-05
실험실습재료(Hyclone Fetal Bovine Serum),"['실험', '실습', '재료']",825000,2020-11-05
[대학혁신]MakerSpace 후가공 기자재,"['대학', '혁신', '가공', '자재']",113100,2020-11-05
AV시스템 유지관리용 소모성자재,"['시스템', '유지관리', '소모', '자재']",2211900,2020-11-05
[예술체육대학 디자인학부] 2021년도 실기 우수자 전형 실기 고사 소모품(켄트지 외),"['실기', '우수', '전형', '실기', '고사', '소모품', '켄트지']",238000,2020-11-06
FCU청소 기간제 근로자 안전용품,"['청소', '기간', '근로자', '안전', '용품']",160050,2020-11-06
[고교교육 기여대학 지원사업] 2020 INU 진로맞춤교실 방역용품,"['고교', '교육', '기여', '대학', '지원', '사업', '진로', '맞춤', '교실', '방역', '용품']",4650000,2020-11-06
[예술체육대학 디자인학부] 2021학년도 실기 우수자 전형 실기 고사 입시 물품(정물),"['학년', '실기', '우수', '전형', '실기', '고사', '입시', '물품', '정물']",1200000,2020-11-06
[예술체육대학 디자인학부] 2021학년도 실기 우수자 전형 실기 고사 입시 물품(정물),"['학년', '실기', '우수', '전형', '실기', '고사', '입시', '물품', '정물']",1200000,2020-11-06
[고교교육 기여대학 지원사업] 2020 INU 진로맞춤교실 방역용품,"['고교', '교육', '기여', '대학', '지원', '사업', '진로', '맞춤', '교실', '방역', '용품']",4650000,2020-11-06
[예술체육대학 디자인학부] 2021년도 실기 우수자 전형 실기 고사 소모품(켄트지 외),"['실기', '우수', '전형', '실기', '고사', '소모품', '켄트지']",238000,2020-11-06
FCU청소 기간제 근로자 안전용품,"['청소', '기간', '근로자', '안전', '용품']",160050,2020-11-06
학생생활상담소 상담 서적,"['학생', '생활', '담소', '상담', '서적']",354000,2020-11-06
예술체육대학 조형예술학부 켄트지(입시경비),"['켄트지', '입시', '경비']",66000,2020-11-09
예술체육대학 조형예술학부 수시 모델복장(입시경비),"['수시', '모델', '복장', '입시', '경비']",194300,2020-11-09
예술체육대학 조형예술학부 옥당지(입시경비),"['옥당', '입시', '경비']",69000,2020-11-09
(생명과학부)실험실습재료(해부용 오징어),"['실험', '실습', '재료', '해부', '오징어']",88800,2020-11-09
예술체육대학 조형예술학부 켄트지 (실험실습비),"['켄트지', '실험', '실습']",66000,2020-11-09
예술체육대학 조형예술학부 수시 정물 (입시경비),"['수시', '정물', '입시', '경비']",1989600,2020-11-09
기자대기실 운영 소모품,"['기자', '대기실', '운영', '소모품']",54500,2020-11-09
2020년 제 12회 기초과학국제공동심포지움 초청 연사 기념품,"['기초과학', '국제', '공동', '심포지움', '초청', '연사', '기념품']",899600,2020-11-09
[고교교육 기여대학 지원사업]2020 INU 진로맞춤교실 체험 물품,"['고교', '교육', '기여', '대학', '지원', '사업', '진로', '맞춤', '교실', '체험', '물품']",254500,2020-11-09
예술체육대학 조형예술학부 켄트지 (실험실습비),"['켄트지', '실험', '실습']",66000,2020-11-09
예술체육대학 조형예술학부 수시 정물 (입시경비),"['수시', '정물', '입시', '경비']",1989600,2020-11-09
기자대기실 운영 소모품,"['기자', '대기실', '운영', '소모품']",54500,2020-11-09
[고교교육 기여대학 지원사업]2020 INU 진로맞춤교실 체험 물품,"['고교', '교육', '기여', '대학', '지원', '사업', '진로', '맞춤', '교실', '체험', '물품']",254500,2020-11-09
예술체육대학 조형예술학부 수시 모델복장(입시경비),"['수시', '모델', '복장', '입시', '경비']",194300,2020-11-09
예술체육대학 조형예술학부 옥당지(입시경비),"['옥당', '입시', '경비']",69000,2020-11-09
2020년 제 12회 기초과학국제공동심포지움 초청 연사 기념품,"['기초과학', '국제', '공동', '심포지움', '초청', '연사', '기념품']",899600,2020-11-09
(생명과학부)실험실습재료(해부용 오징어),"['실험', '실습', '재료', '해부', '오징어']",88800,2020-11-09
예술체육대학 조형예술학부 켄트지(입시경비),"['켄트지', '입시', '경비']",66000,2020-11-09
평생교육원 홍보물품,"['평생교육', '홍보', '물품']",1250000,2020-11-10
동북아물류대학원 복사기 등 비품,"['동북아', '물류', '대학원', '복사기', '비품']",17000000,2020-11-10
[일어일문］학과 수업용재료,"['일어', '일문', '학과', '수업', '재료']",547130,2020-11-10
[일어일문］학과 수업용재료,"['일어', '일문', '학과', '수업', '재료']",547130,2020-11-10
평생교육원 수업운영 필요물품,"['평생교육', '수업', '운영', '필요', '물품']",405800,2020-11-10
컴퓨터 모니터 HDMI 케이블,"['컴퓨터', '모니터', '케이블']",28000,2020-11-10
(나노바이오전공)소모품(토너회수통 외 4종),"['소모품', '토너', '회수통']",484000,2020-11-11
(분자의생명전공)실험실습재료(Lipofectamine),"['실험', '실습', '재료']",910000,2020-11-11
2020년 선예원 운영 관련 학습용품,"['선예', '운영', '관련', '학습', '용품']",1775800,2020-11-11
[예술체육대학 운동건강학부] 2021학년도 수시 모집 실기 고사에 따른 입시 물품,"['학년', '수시', '모집', '실기', '고사', '입시', '물품']",634700,2020-11-11
2020년 선예원 운영 관련 학습용품,"['선예', '운영', '관련', '학습', '용품']",1775800,2020-11-11
[예술체육대학 운동건강학부] 2021학년도 수시 모집 실기 고사에 따른 입시 물품,"['학년', '수시', '모집', '실기', '고사', '입시', '물품']",634700,2020-11-11
(나노바이오전공)소모품(토너회수통 외 4종),"['소모품', '토너', '회수통']",484000,2020-11-11
(대학혁신사업)2020년 대학혁신지원사업 연구실험실 환경개선 안전용품,"['대학', '혁신', '사업', '대학', '혁신', '지원', '사업', '연구', '실험실', '환경', '개선', '안전', '용품']",64090000,2020-11-11
[영자신문사]소모품(토너),"['영자', '신문사', '소모품', '토너']",470000,2020-11-11
(분자의생명전공)실험실습재료(Lipofectamine),"['실험', '실습', '재료']",910000,2020-11-11
총학생회 소모품,"['총학생회', '소모품']",742600,2020-11-11
총학생회 소모품,"['총학생회', '소모품']",742600,2020-11-11
매트릭스형 자기주도적 학습지원을 위한 창의융합형 협업 스터디룸 추가 물품,"['매트릭스', '자기', '주도', '학습', '지원', '창의', '융합', '협업', '스터디', '추가', '물품']",161700,2020-11-12
2021학년도 수시모집 체육계열 실기고사 운영 물품,"['학년', '수시', '모집', '체육', '계열', '실기', '고사', '운영', '물품']",304000,2020-11-12
[대학혁신지원사업] 2020 Nano Degree 수업 진행에 필요한 체육 실습 물품,"['대학', '혁신', '지원', '사업', '수업', '진행', '체육', '실습', '물품']",1045000,2020-11-12
[대학혁신지원사업] 2020 Nano Degree 수업 진행에 필요한 체육 실습 물품,"['대학', '혁신', '지원', '사업', '수업', '진행', '체육', '실습', '물품']",1045000,2020-11-12
스포츠센터 토너,"['스포츠', '센터', '토너']",1320000,2020-11-12
"생활원 무선공유기, 스위치 허브","['생활', '무선', '공유기', '스위치', '허브']",518000,2020-11-12
매트릭스형 자기주도적 학습지원을 위한 창의융합형 협업 스터디룸 추가 물품,"['매트릭스', '자기', '주도', '학습', '지원', '창의', '융합', '협업', '스터디', '추가', '물품']",161700,2020-11-12
2021학년도 수시모집 체육계열 실기고사 운영 물품,"['학년', '수시', '모집', '체육', '계열', '실기', '고사', '운영', '물품']",304000,2020-11-12
스포츠센터 토너,"['스포츠', '센터', '토너']",1320000,2020-11-12
경진대회 행사 상품,"['경진', '대회', '행사', '상품']",220000,2020-11-13
교무과 학사행정을 위한 자동증명발급기용 소모품,"['교무', '학사', '행정', '자동증', '발급', '기용', '소모품']",1688350,2020-11-13
문화자치위원회 문화카페 방음재 시공을 위한 소모품,"['문화', '자치', '위원회', '문화', '카페', '방음', '시공', '소모품']",4869040,2020-11-13
중국학술원 사무용 소모품,"['중국', '학술원', '무용', '소모품']",142000,2020-11-13
게스트하우스 시설 소모품,"['게스트하우스', '시설', '소모품']",250500,2020-11-13
2021학년도 입학전형 관련 대형레이저프린터 소모품,"['학년', '입학', '전형', '관련', '대형', '레이저', '프린터', '소모품']",2070200,2020-11-13
학장실 냉장고,"['학장', '냉장고']",207930,2020-11-13
문화자치위원회 문화카페 방음재 시공을 위한 소모품,"['문화', '자치', '위원회', '문화', '카페', '방음', '시공', '소모품']",4869040,2020-11-13
경진대회 행사 상품,"['경진', '대회', '행사', '상품']",220000,2020-11-13
2021학년도 입학전형 관련 대형레이저프린터 소모품,"['학년', '입학', '전형', '관련', '대형', '레이저', '프린터', '소모품']",2070200,2020-11-13
교무과 학사행정을 위한 자동증명발급기용 소모품,"['교무', '학사', '행정', '자동증', '발급', '기용', '소모품']",1688350,2020-11-13
중국학술원 사무용 소모품,"['중국', '학술원', '무용', '소모품']",142000,2020-11-13
게스트하우스 시설 소모품,"['게스트하우스', '시설', '소모품']",250500,2020-11-13
외국인입시 방역용 가림막,"['외국인', '입시', '방역', '가림']",229200,2020-11-13
문화자치위원회 소모품,"['문화', '자치', '위원회', '소모품']",239600,2020-11-16
(생명공학전공)실험실습재료(실험용 쥐),"['실험', '실습', '재료', '실험']",199800,2020-11-16
[국어국문] 외국인 유학생 관련 도서,"['국어', '국문', '외국인', '유학생', '관련', '도서']",3139955,2020-11-16
문화자치위원회 소모품,"['문화', '자치', '위원회', '소모품']",239600,2020-11-16
"2020년도 안전공학과 교육용기자재(머신러닝,딥러닝용PC)","['교육', '용기', '자재', '머신', '러닝', '러닝']",16800000,2020-11-16
(생명공학전공)실험실습재료(실험용 쥐),"['실험', '실습', '재료', '실험']",199800,2020-11-16
제증명발급 용지,"['증명', '발급', '용지']",656000,2020-11-17
[대학혁신]연구용기가재 노트북 및 관련 장비,"['대학', '혁신', '연구', '용기', '가재', '노트북', '관련', '장비']",1570000,2020-11-17
(생명과학전공)실험실습재료(밀웜 외 5종),"['실험', '실습', '재료', '밀웜']",102100,2020-11-17
보건진료소 의료물품 (발열측정소 체온유지용 온열기),"['보건', '진료', '의료', '물품', '발열', '정소', '체온', '유지', '열기']",242200,2020-11-17
보건진료소 의료물품 (발열측정소 체온유지용 온열기),"['보건', '진료', '의료', '물품', '발열', '정소', '체온', '유지', '열기']",242200,2020-11-17
제증명발급 용지,"['증명', '발급', '용지']",656000,2020-11-17
송도캠퍼스 중앙제어실 비례제어밸브,"['송도', '캠퍼스', '중앙', '제어', '비례', '제어', '밸브']",6160000,2020-11-17
송도캠퍼스 중앙제어실 비례제어밸브,"['송도', '캠퍼스', '중앙', '제어', '비례', '제어', '밸브']",6160000,2020-11-17
(체육진흥원)부서 운영 물품,"['체육', '진흥', '부서', '운영', '물품']",31920,2020-11-17
(체육진흥원)부서 운영 물품,"['체육', '진흥', '부서', '운영', '물품']",31920,2020-11-17
(생명과학전공)실험실습재료(밀웜 외 5종),"['실험', '실습', '재료', '밀웜']",102100,2020-11-17
2020 기초과학 국제 공동심포지움 비품,"['기초과학', '국제', '공동', '심포지움', '비품']",313908,2020-11-18
겨울철 설해 대비 고상제설제,"['겨울철', '대비', '상제', '설제']",1780000,2020-11-18
[예술체육대학 디자인학부] 2020-2학기 수용비(어댑터외),"['학기', '용비', '어댑터']",1036900,2020-11-18
사회복지학과 수업용 재료,"['수업', '재료']",519100,2020-11-18
인력개발팀 부서운영을 위한 소모품,"['인력', '개발', '부서', '운영', '소모품']",68100,2020-11-18
인력개발팀 부서운영을 위한 소모품,"['인력', '개발', '부서', '운영', '소모품']",164200,2020-11-18
[예술체육대학 디자인학부] 2020-2학기 수용비(어댑터외),"['학기', '용비', '어댑터']",1036900,2020-11-18
사회복지학과 수업용 재료,"['수업', '재료']",519100,2020-11-18
인력개발팀 부서운영을 위한 소모품,"['인력', '개발', '부서', '운영', '소모품']",68100,2020-11-18
사회과학대학 교학실 필요 물품,"['교학', '필요', '물품']",197300,2020-11-18
[대학혁신]Maker Space 연구용기자재 모니터,"['대학', '혁신', '연구', '용기', '자재', '모니터']",478500,2020-11-18
인력개발팀 부서운영을 위한 소모품,"['인력', '개발', '부서', '운영', '소모품']",164200,2020-11-18
겨울철 설해 대비 고상제설제,"['겨울철', '대비', '상제', '설제']",1780000,2020-11-18
(분자의생명전공)실험실습재료(DPBS),"['실험', '실습', '재료']",39600,2020-11-19
(생명과학전공)실험실습재료(토너 외 4종),"['실험', '실습', '재료', '토너']",1084400,2020-11-19
보건진료소 행정비품(4인 장의자),"['보건', '진료', '행정', '비품', '장의']",400000,2020-11-19
(분자의생명전공)실험실습재료(DPBS),"['실험', '실습', '재료']",39600,2020-11-19
롤스크린,['스크린'],46740,2020-11-19
(생명과학전공)실험실습재료(토너 외 4종),"['실험', '실습', '재료', '토너']",1084400,2020-11-19
산업경영공학과 교육용기자재(태블릿),"['교육', '용기', '자재', '태블릿']",1757800,2020-11-19
자연과학대학 해양학과 BK21사업 최종선정 홍보 현수막 제작,"['사업', '최종', '선정', '홍보', '현수막', '제작']",120000,2020-11-20
소방시설물 유지관리 및 보수 소모품,"['소방시설', '유지관리', '보수', '소모품']",802450,2020-11-20
자연과학대학 해양학과 BK21사업 최종선정 홍보 현수막 제작,"['사업', '최종', '선정', '홍보', '현수막', '제작']",120000,2020-11-20
소방시설물 유지관리 및 보수 소모품,"['소방시설', '유지관리', '보수', '소모품']",802450,2020-11-20
(체육진흥원-시체육회)테니스부 훈련용품(롱다운코트),"['체육', '진흥', '체육회', '테니스', '훈련', '용품', '다운', '코트']",1856000,2020-11-23
교무과 부서운영을 위한 소모품,"['교무', '부서', '운영', '소모품']",29900,2020-11-23
동절기 장애대학생 안정실 지원을 위한 찜질팩 및 수건,"['절기', '장애', '대학생', '안정', '지원', '찜질', '수건']",59470,2020-11-23
(생명과학부)실험실습재료(해부용 마우스),"['실험', '실습', '재료', '해부', '마우스']",224000,2020-11-23
대학원 사무용품,"['대학원', '사무', '용품']",323500,2020-11-23
[예술체육대학 조형예술학부] 볼펜 외 6종(수업용 수용비),"['볼펜', '수업', '용비']",436700,2020-11-23
[대학혁신]Maker Space 연구용기자재 외장하드,"['대학', '혁신', '연구', '용기', '자재', '외장하드']",199800,2020-11-23
동절기 장애대학생 안정실 지원을 위한 찜질팩 및 수건,"['절기', '장애', '대학생', '안정', '지원', '찜질', '수건']",59470,2020-11-23
[예술체육대학 조형예술학부] 볼펜 외 6종(수업용 수용비),"['볼펜', '수업', '용비']",436700,2020-11-23
행정용 집기비품,"['행정', '집기', '비품']",509300,2020-11-23
(체육진흥원-시체육회)테니스부 훈련용품(롱다운코트),"['체육', '진흥', '체육회', '테니스', '훈련', '용품', '다운', '코트']",1856000,2020-11-23
교무과 부서운영을 위한 소모품,"['교무', '부서', '운영', '소모품']",29900,2020-11-23
동절기 장애대학생 안정실 지원을 위한 전자레인지,"['절기', '장애', '대학생', '안정', '지원', '전자레인지']",86740,2020-11-23
(생명과학부)실험실습재료(해부용 마우스),"['실험', '실습', '재료', '해부', '마우스']",224000,2020-11-23
대학원 사무용품,"['대학원', '사무', '용품']",323500,2020-11-23
［일어일문］교육용기자재,"['일어', '일문', '교육', '용기', '자재']",594000,2020-11-23
연구혁신팀 사무실 운영 물품 구입,"['연구', '혁신', '사무실', '운영', '물품', '구입']",135700,2020-11-24
교무과 교무행정 및 인사관련 소모품,"['교무', '교무', '행정', '인사', '관련', '소모품']",367400,2020-11-24
산업경영공학과 교육용기자재(다기능 IO 디바이스실습키트),"['교육', '용기', '자재', '다기', '디바이스', '실습', '키트']",1201068,2020-11-24
[비대면 긴급지원]학생지원과 코로나19 대응 발열체크 확인 손목밴드,"['비대', '긴급', '지원', '학생', '지원', '코로나', '대응', '발열', '체크', '확인', '손목', '밴드']",2700000,2020-11-24
교무과 각종위원회운영을 위한 소모품,"['교무', '각종', '위원회', '운영', '소모품']",70900,2020-11-24
[문헌정보] 수업용 재료,"['문헌정보', '수업', '재료']",365750,2020-11-24
사범대학 부서운영 물품,"['부서', '운영', '물품']",173400,2020-11-24
사범대학 윤리교육과 실험실습재료,"['실험', '실습', '재료']",308400,2020-11-24
교무과 각종위원회운영을 위한 소모품,"['교무', '각종', '위원회', '운영', '소모품']",70900,2020-11-24
교무과 교무행정 및 인사관련 소모품,"['교무', '교무', '행정', '인사', '관련', '소모품']",367400,2020-11-24
사범대학 부서운영 물품,"['부서', '운영', '물품']",173400,2020-11-24
[비대면 긴급지원]학생지원과 코로나19 대응 발열체크 확인 손목밴드,"['비대', '긴급', '지원', '학생', '지원', '코로나', '대응', '발열', '체크', '확인', '손목', '밴드']",2700000,2020-11-24
연구혁신팀 사무실 운영 물품 구입,"['연구', '혁신', '사무실', '운영', '물품', '구입']",135700,2020-11-24
사범대학 윤리교육과 실험실습재료,"['실험', '실습', '재료']",308400,2020-11-24
정보기술대학원 비대면수업운영에 따른 행사용품,"['비대', '수업', '운영', '행사', '용품']",924000,2020-11-25
사무용품 등,"['사무', '용품']",197000,2020-11-25
[대학혁신지원사업] 미술계열 실기고사 방역 물품,"['대학', '혁신', '지원', '사업', '미술', '계열', '실기', '고사', '방역', '물품']",117790,2020-11-25
(나노바이오전공)소모품(양면각대봉투 외 8종),"['소모품', '양면', '봉투']",103800,2020-11-25
미술계열 실기고사 운영 물품,"['미술', '계열', '실기', '고사', '운영', '물품']",287470,2020-11-25
2020년 재학생 방역키트 키트,"['재학생', '방역', '키트', '키트']",10416000,2020-11-25
정보기술대학원 홍보용 캘린더,"['홍보', '캘린더']",1000000,2020-11-25
화학약품,"['화학', '약품']",1253560,2020-11-25
평생교육원 수업운영물품,"['평생교육', '수업', '운영', '물품']",135000,2020-11-25
정보기술대학원 비대면수업운영에 따른 행사용품,"['비대', '수업', '운영', '행사', '용품']",924000,2020-11-25
정보기술대학원 홍보용 캘린더,"['홍보', '캘린더']",1000000,2020-11-25
사무용품 등,"['사무', '용품']",197000,2020-11-25
2020년 재학생 방역키트 키트,"['재학생', '방역', '키트', '키트']",10416000,2020-11-25
미술계열 실기고사 운영 물품,"['미술', '계열', '실기', '고사', '운영', '물품']",287470,2020-11-25
(나노바이오전공)소모품(양면각대봉투 외 8종),"['소모품', '양면', '봉투']",103800,2020-11-25
[대학혁신지원사업] 미술계열 실기고사 방역 물품,"['대학', '혁신', '지원', '사업', '미술', '계열', '실기', '고사', '방역', '물품']",117790,2020-11-25
[대학혁신사업]셀프스튜디오 구축을 위한 방음부스 및 촬영 장비,"['대학', '혁신', '사업', '셀프', '스튜디오', '구축', '방음', '부스', '촬영', '장비']",42083110,2020-11-25
화학약품,"['화학', '약품']",1253560,2020-11-25
복합기 토너,"['복합기', '토너']",188400,2020-11-26
제3기숙사 책장,"['기숙사', '책장']",330000,2020-11-26
인문대학 학생회 비품,"['학생회', '비품']",1355900,2020-11-26
복합기 토너,"['복합기', '토너']",188400,2020-11-26
2021학년도 수시모집 체육교육과 면접고사 비대면용 소모품,"['학년', '수시', '모집', '면접', '고사', '비대', '소모품']",26650,2020-11-26
교무과 각종위원회운영을 위한 소모품,"['교무', '각종', '위원회', '운영', '소모품']",245800,2020-11-26
2021학년도 수시모집 체육교육과 면접고사 비대면용 소모품,"['학년', '수시', '모집', '면접', '고사', '비대', '소모품']",26650,2020-11-26
교무과 각종위원회운영을 위한 소모품,"['교무', '각종', '위원회', '운영', '소모품']",245800,2020-11-26
사무용 의자,"['무용', '의자']",484000,2020-11-26
교무과 각종위원회운영을 위한 소모품,"['교무', '각종', '위원회', '운영', '소모품']",127300,2020-11-27
[비대면 긴급지원]코로나19 감염 예방을 위한 책소독기,"['비대', '긴급', '지원', '코로나', '감염', '예방', '소독기']",18000000,2020-11-27
[대학혁신지원사업] 스튜디오 2단계 고도화를 위한 통합방송 및 제작 솔루션,"['대학', '혁신', '지원', '사업', '스튜디오', '단계', '고도화', '통합', '방송', '제작', '솔루션']",10560000,2020-11-27
2021학년도 수시모집 체육교육과 면접고사 비대면용 헤드셋,"['학년', '수시', '모집', '면접', '고사', '비대', '헤드셋']",49000,2020-11-27
기초교육원 수업용 소모품,"['수업', '소모품']",1116000,2020-11-27
(생명과학전공)실험실습재료(Autoclaving Jar 외 4종),"['실험', '실습', '재료']",839300,2020-11-27
(학생회) 사회과학대학 하반기 기말고사 간식 나눔 행사 물품(모바일상품권),"['학생회', '하반기', '기말고사', '간식', '나눔', '행사', '물품', '모바일', '상품권']",1425000,2020-11-27
(생명과학전공)실험실습재료(Autoclaving Jar 외 4종),"['실험', '실습', '재료']",839300,2020-11-27
(학생회) 사회과학대학 하반기 기말고사 간식 나눔 행사 물품(모바일상품권),"['학생회', '하반기', '기말고사', '간식', '나눔', '행사', '물품', '모바일', '상품권']",1425000,2020-11-27
기초교육원 수업용 소모품,"['수업', '소모품']",1116000,2020-11-27
교무과 각종위원회운영을 위한 소모품,"['교무', '각종', '위원회', '운영', '소모품']",127300,2020-11-27
2021학년도 수시모집 체육교육과 면접고사 비대면용 헤드셋,"['학년', '수시', '모집', '면접', '고사', '비대', '헤드셋']",49000,2020-11-27
[일어일문］교육용 기자재,"['일어', '일문', '교육', '자재']",2469000,2020-11-29
학군단 전산 및 사무용 물품,"['학군단', '전산', '무용', '물품']",1600000,2020-11-30
빔프로젝터 램프등 전자교탁 교체용 부품,"['프로젝터', '램프', '전자', '교탁', '교체', '부품']",18118000,2020-11-30
창의인재개발학과 실험실습재료,"['실험', '실습', '재료']",2936200,2020-11-30
빔프로젝터 램프등 전자교탁 교체용 부품,"['프로젝터', '램프', '전자', '교탁', '교체', '부품']",18118000,2020-11-30
학군단 전산 및 사무용 물품,"['학군단', '전산', '무용', '물품']",1600000,2020-11-30
2021학년도 학생부종합전형 면접고사 운영 문구류 등,"['학년', '학생', '종합', '전형', '면접', '고사', '운영', '구류']",2080000,2020-12-01
학생지원과 소모품,"['학생', '지원', '소모품']",157010,2020-12-01
학생지원과 소모품,"['학생', '지원', '소모품']",157010,2020-12-01
2021학년도 학생부종합전형 면접고사 운영 문구류 등,"['학년', '학생', '종합', '전형', '면접', '고사', '운영', '구류']",2080000,2020-12-01
(통합)2020-2 기숙사 기말고사 간식배부 행사 물품,"['통합', '기숙사', '기말고사', '간식', '배부', '행사', '물품']",7350000,2020-12-02
[대학혁신지원사업] 2021학년도 수시모집 학생부종합전형 면접고사 운영 방역물품,"['대학', '혁신', '지원', '사업', '학년', '수시', '모집', '학생', '종합', '전형', '면접', '고사', '운영', '방역', '물품']",14714150,2020-12-02
소방설비 유지관리 용품,"['소방설비', '유지관리', '용품']",2535500,2020-12-02
(체육진흥원)가습기,"['체육', '진흥', '가습기']",158800,2020-12-02
소방설비 유지관리 용품,"['소방설비', '유지관리', '용품']",2535500,2020-12-02
(체육진흥원)사무용 가구,"['체육', '진흥', '무용', '가구']",600000,2020-12-02
IP 전화기,['전화기'],495000,2020-12-02
[대학혁신지원사업] 2021학년도 수시모집 학생부종합전형 면접고사 운영 방역물품,"['대학', '혁신', '지원', '사업', '학년', '수시', '모집', '학생', '종합', '전형', '면접', '고사', '운영', '방역', '물품']",14714150,2020-12-02
(통합)2020-2 기숙사 기말고사 간식배부 행사 물품,"['통합', '기숙사', '기말고사', '간식', '배부', '행사', '물품']",7350000,2020-12-02
[대학혁신지원사업] 2021학년도 수시모집 학생부종합전형 면접 방역용품 추가,"['대학', '혁신', '지원', '사업', '학년', '수시', '모집', '학생', '종합', '전형', '면접', '방역', '용품', '추가']",467500,2020-12-03
[대학혁신지원사업] 2021학년도 수시모집 학생부종합전형 면접 방역용품 추가,"['대학', '혁신', '지원', '사업', '학년', '수시', '모집', '학생', '종합', '전형', '면접', '방역', '용품', '추가']",467500,2020-12-03
행정학과 소모품,['소모품'],1022900,2020-12-03
(생명과학부)소모품(레이저젯 토너),"['소모품', '레이저', '토너']",470000,2020-12-03
행정학과 소모품,['소모품'],1022900,2020-12-03
[대학혁신지원사업] 2021학년도 수시모집 특기자전형 면접 방역용품,"['대학', '혁신', '지원', '사업', '학년', '수시', '모집', '특기', '자전', '면접', '방역', '용품']",1012550,2020-12-03
홍보팀 공보 관련 물품,"['홍보팀', '공보', '관련', '물품']",51700,2020-12-03
[대학혁신지원사업] 2021학년도 수시모집 공연예술학과 연기 2차 실기고사용 투명마스크,"['대학', '혁신', '지원', '사업', '학년', '수시', '모집', '연기', '실기', '사용', '투명', '마스크']",278500,2020-12-03
(생명과학부)소모품(레이저젯 토너),"['소모품', '레이저', '토너']",470000,2020-12-03
K-MOOC 온라인 개최에 따른 기념품(블루투스 이어폰),"['온라인', '개최', '기념품', '블루투스', '이어폰']",616000,2020-12-03
[대학혁신지원사업] 2021학년도 수시모집 특기자전형 면접 방역용품,"['대학', '혁신', '지원', '사업', '학년', '수시', '모집', '특기', '자전', '면접', '방역', '용품']",1012550,2020-12-03
[일어일문 ］교육용 기자재,"['일어', '일문', '교육', '자재']",330000,2020-12-03
