번호,구분,계약명,계약금액,계약일,계약상대자
17645,자산,캠퍼스 유지보수를 위한 LED 조명 자재 구입,53031300,2016-12-27,인천지방조달청
17646,자산,공조기 인버터 구입,9070000,2016-12-27,한경기전(주)
17647,용역,인천대학교 송도캠퍼스증축사업 교통영향평가용역(변경신고),8000000,2016-12-27,(주)에이디엘이앤씨
17648,자산,도시공학과 교육용기자재(이동식교통량조사장비) 구입,11000000,2016-12-27,(주)제이엔디
17649,자산,기계공학과 교육용기자재(Image Analysis 시스템) 구입,10450000,2016-12-27,옵틱코리아
17650,자산,임베디드시스템공학과 맥북 외 1종 구입,14250000,2016-12-27,(주)유코리아
17651,자산,일학습병행제 듀얼공동훈련센터 전담자 데스크탑 및 모니터 구입,3534660,2016-12-27,인천지방조달청
17652,공사,예술체육대학 공연예술학과 조명기자재 설치 공사,9200000,2016-12-27,(주)한삼시스템
17653,자산,도시건축학부)제2회 추경 A1플로터 외 6종 구입,19000000,2016-12-27,(주)세진씨엔씨
17654,자산,임베디드시스템공학과 교육용기자재(레이저 커터기) 구입,8140000,2016-12-27,코리아트
17655,자산,도시공학과 교육용기자재(건설현장위험요소안전가상체험VR) 구입,11000000,2016-12-27,주식회사 페리굿
17656,자산,국내전자정보 DBPIA 2017년도 연간구독,38547000,2016-12-26,(주) 누리미디어
17657,자산,경영대학 세무회계학과 문서 세단기 구입,2463230,2016-12-26,인천지방조달청
17658,자산,[법인회계 2회 추경] 컴퓨터공학부 데스크톱 컴퓨터 구입(조달),62756500,2016-12-26,인천지방조달청
17659,자산,[사범대학] 역사교육과 태블릿 컴퓨터 구입(조달),673610,2016-12-26,인천지방조달청
17660,자산,물리학과 교육용 기자재(Cryostat) 구입,29963000,2016-12-22,성우인스트루먼츠(주)
17661,자산,생명공학전공 교육용기자재(다기능마이크로 플레이트분석시스템) 구입,29990000,2016-12-22,바이오게이트
17662,자산,2017 해외전자정보 APS 구독,8500000,2016-12-22,유한회사 신원데이터넷
17663,자산,전자공학과 교육용기자재(전기화학분석기) 구입,20000000,2016-12-22,에이치에스테크놀러지
17664,자산,산업경영공학과 교육용기자재(실시간무선동작캡처시스템) 구입,21600000,2016-12-22,주식회사 시드테크
17665,자산,분자의생명전공 교육용기자재(냉동조직절편기) 구입,24521000,2016-12-22,(주)가남교역
17666,자산,(디에스피)사업단 실험실습 기자재(LED 노광모듈) 구입,19000000,2016-12-22,마이다스시스템 주식회사
17667,자산,2017 국내전자정보 KS WEB 구독 의뢰,8800000,2016-12-21,한국표준협회
17668,자산,도시건축학부)16년도 제2회 추경 3D프린터 구입,7700000,2016-12-20,(주)프로토텍
17669,자산,(디에스피)문서 세단기 구매 계약 의뢰,679650,2016-12-20,인천지방조달청
17670,자산,공동기기원 교육용 기자재 글로브박스 구입,4000000,2016-12-20,글로브박스 코리아
17671,자산,(수도권대학 글로벌)2016 3단계 영어몰입교육 대상자 항공권(필리핀) 구입,29650000,2016-12-20,주식회사 상지여행사
17672,자산,(성과관리사업-국비2회추경) 16년도 일어일문학과 칼라레이저복합기 구입,552970,2016-12-19,인천지방조달청
17673,자산,2017 국내전자정보 삼일회계 DB 구독,4620000,2016-12-19,삼일인포마인주식회사
17674,자산,(16년도 2회추경) 국어국문학과 흑백레이저복합기 구입,573070,2016-12-19,인천지방조달청
17675,자산,(수도권특성화사업 본부) 신규 자체직원용 사무용 컴퓨터 및 프린터 조달 구매,1618680,2016-12-16,인천지방조달청
17676,자산,스터디공간 테이블 및 의자 구입(인천국제공항공사 기부금),6100000,2016-12-16,우마노
17677,자산,에너지화학공학과 Gas detector 구입,11000000,2016-12-16,(주)영우하이텍
17678,자산,일학습병행제 사업운영을 위한 S/W(Ansys) 연간라이센스 구입,16500000,2016-12-16,(주)태성에스엔이
17679,자산,에너지화학공학과 Gas chromatography 구입,12540000,2016-12-16,(주)영우하이텍
17680,공사,스터디공간 전기공사(인천국제공항공사 기부금),500000,2016-12-16,우마노
17681,자산,2017년도 국내 연속간행물 연간 구독,17193000,2016-12-16,인천교육사
17682,용역,국제지원센터(I.S.C.) 홈페이지 제작,16000000,2016-12-16,주식회사 씨디지
17683,자산,화학과 항온항습기 구입,11600000,2016-12-15,드림에어(주)
17684,공사,대형TV영상송출및강의실AV시스템 설치공사,4500000,2016-12-15,(주)시트론정보통신
17685,자산,산업경영공학과 작업대사량측정보조장치 구입,13600000,2016-12-15,주식회사 케이엠텍
17686,자산,일학습병행제 전자교탁(AV)시스템 8종 구입,9527690,2016-12-15,인천지방조달청
17687,자산,공연예술학과 LED moving wash 구입,9500000,2016-12-15,(주)씨앤씨라이트웨이
17688,용역,자산관리조사 시스템(RFID) 구축,12900000,2016-12-15,주식회사 온브리드
17689,자산,전기공학과 신호발생기 구입,18128000,2016-12-15,로데슈바르즈코리아주식회사
17690,자산,(수도권대학 미래)미래도시 학습자료실 구축을 위한 도서구입,18631620,2016-12-14,도서출판현대문화사
17691,자산,기계공학과 마커추전시스템 구입,14300000,2016-12-14,위고코리아 주식회사
17692,자산,X선 광전자분광기(XPS) 장비 수리,8900000,2016-12-14,우신크라이오백 주식회사
17693,용역,(수도권대학 미래)미래도시 사업단 3차년도 동계방학 취업역량 강화 프로그램 운영,26626000,2016-12-14,(주)챔프스터디
17694,용역,2017년 대학달력 인쇄 제작,18150000,2016-12-14,동양인쇄사
17695,자산,화학과 Clean bench 외 3종 구입,14000000,2016-12-14,유어랩바이오
17696,자산,정보통신공학과 Mobile Wearable 실습 KIT 1종 구입,20190000,2016-12-13,(주)세진씨엔씨
17697,자산,정보통신공학과 고성능PC 외 1종 구입,20600000,2016-12-13,(주)세진씨엔씨
17698,공사,조형예술학부 실험실습실 전기공사,2950000,2016-12-13,(주)미림에너텍
17699,공사,화학과 신임교수 실험실 환경개선 설비공사,14000000,2016-12-13,명주씨앤에프
17700,자산,국내전자책(E-Book)자료 구입(5차),16293000,2016-12-13,(주)교보문고
17701,자산,[법인회계_제2회추경] 신소재공학과 전자교탁 외 2종 구입,9670890,2016-12-12,인천지방조달청
17702,자산,(나노바이오전공)2016년도 제2회 추경예산 학생용사물함 구입,1616240,2016-12-12,인천지방조달청
17703,자산,동북아물류대학원 S/W(TransCAD) 연간라이센스 구입(인천국제공항공사 기부금),25000000,2016-12-12,(주)한웨이이앤씨
17704,자산,(나노바이오전공) 2016년도 2회 추경 원심분리기 외 1종 구입,8468900,2016-12-12,(주)비엠에스
17705,자산,(수도권대학 글로벌) 2016 겨울국제계절학기 대상자 항공권(암스텔담) 구입,26609600,2016-12-12,주식회사 상지여행사
17706,자산,2회 추경 공연예술학과 교육용기자재(fresnel spot light) 구입(계약) 의뢰,8300000,2016-12-09,(주)한삼시스템
17707,자산,(수도권특성화)교무과 교육용 소프트웨어 SAS 캠퍼스 연간라이센스 구입,21054000,2016-12-09,한국쌔스소프트웨어(유)
17708,용역,(디에스피)사업단 서버 구축 및 홈페이지 개발,21472000,2016-12-08,주식회사 비오엠
17709,용역,IPP형 일학습병행제 홍보동영상 제작,7403000,2016-12-08,(주)골드미디컴
17710,자산,컴퓨터공학부 클러스터구축시스템 구입,14000000,2016-12-08,주식회사 테라텍
17711,용역,IPP 장기현장실습 홍보동영상 제작,4202000,2016-12-08,(주)골드미디컴
17712,자산,(패션산업학과) 2016년도 2회 추경 교육용 S/W(YUKACAD) 구입,6200000,2016-12-07,(주)유스하이텍
17713,용역,대학 홍보책자 제작,20200000,2016-12-07,웨스트코(주)
17714,자산,"2016 인천대를 빛낸, 인천대인 시상 관련 기념품 구매",13230000,2016-12-07,주식회사 두레샘
17715,공사,인력개발팀 단열커튼 설치공사,1600000,2016-12-06,(주)인솔텍
17716,공사,국제교류지원팀 회의실 환경개선공사,1900000,2016-12-06,세이갤러리
17717,용역,정보전산원 서버실 항온항습기 보수,3300000,2016-12-06,원에스정보기술
17718,자산,동북아물류대학원 서버PC(PowerEdgeT430) 구입(인천국제공항공사 기부금),11700000,2016-12-06,(주)글로벌텔레콤
17719,자산,체육진흥원 소속 사격부 경기용품 구입,6270000,2016-12-05,에스피인터내쇼날
17720,공사,IPP형 일학습병행제 듀얼공동훈련센터 강의실 네트워크 및 바닥공사,6500000,2016-12-05,(주)시트론정보통신
17721,공사,R&D부지내 자율주행 자동차 실험실습장 조성공사,7660000,2016-12-02,동서에너지주식회사
17722,자산,"[성과관리사업]2016년 융합연구 교육기자재(FT-IR, UV-vis Spectrometer)구입",50000000,2016-12-02,(주)신코엠앤티
17723,용역,화장실 이용안내 스티커 제작,17000000,2016-12-02,주식회사 루트
17724,자산,[성과관리사업]2016년 융합연구 교육기자재(Wireless EEG System) 구입,48939000,2016-12-02,(주)라이프텍
17725,공사,[국비]실험실안전환경조성사업 가스케비넷 연결,5401000,2016-12-02,한진건설산업(주)
17726,용역,송도캠퍼스 체육관 2층 테라스 증축 설계용역,16000000,2016-12-02,일상건축사사무소
17727,자산,해외전자정보 IEL 연간 구독,92600000,2016-12-01,키티스산학연정보(주)
17728,공사,R&D부지내 자율주행 자동차 실험실습장 조성공사 관급자재 구입,11834090,2016-11-30,인천지방조달청
17729,자산,(패션산업학과) 2회 추경 교육용기자재(모니터 외2종) 구입(조달구입),7167600,2016-11-30,인천지방조달청
17730,용역,2016 국립인천대학교 감사의 밤 행사 만찬계약,10395000,2016-11-29,잔치부페출장부페
17731,자산,일학습병행제 듀얼공동훈련센터 강의실 데스크탑 구입,42217480,2016-11-29,인천지방조달청
17732,자산,2016 국립인천대학교 감사의 밤 기념품 구매,9200000,2016-11-29,주식회사 코이젯
17733,용역,"스포츠센터 셔틀버스 운행계약(계속계약, 2016년 4/4분기)",10890000,2016-11-29,(주)우주투어
17734,용역,2016년 소방시설 작동기능점검 용역,26444500,2016-11-29,주식회사 나래이엔지
17735,공사,조직개편에 따른 부서이동 칸막이 조정 공사,20000000,2016-11-28,대성에프앤티 주식회사
17736,자산,[성과관리사업]2016년 융합연구 교육기자재(컴퓨터 클러스터) 구입,9350000,2016-11-28,주식회사 테라텍
17737,자산,(수도권특성화사업 본부)시설과 AV시스템과 연동되는 빔 프로젝트 구입,97444370,2016-11-28,인천지방조달청
17738,자산,(수도권특성화)교육용 소프트웨어 Matlab 연간 라이센스 구입,60629250,2016-11-28,매스웍스코리아 유한회사
17739,공사,인천대학교 23호관 강당 공연장 로비 음향시설 설치공사,1848000,2016-11-25,주식회사 금산
17740,자산,[성과관리사업]융합연구 Real-Time PCR Detection System 구입,24750000,2016-11-25,(주)비엠에스
17741,자산,2016년 융합연구 교육기자재 구입(질병동물 실험용 Surgery Station),15470400,2016-11-25,유바이오테크
17742,자산,물리학과 교육용 기자재 수리(광속측정장치 외),7300000,2016-11-25,(주)와이케이사이언스
17743,자산,(성과관리사업)융합연구 가스/광 반응 특성분석 측정시스템 구입,22000000,2016-11-24,엠에스테크
17744,자산,일학습병행제 듀얼공동훈련센터 강의실 열차단 필름공사,4070000,2016-11-24,세이갤러리
17745,용역,교육원가 분석,9000000,2016-11-24,우일회계법인
17746,자산,고장 및 노후화된 무정전 전원장치(UPS) 교체 구입,9804030,2016-11-24,인천지방조달청
17747,자산,2016년 융합연구 Co2 흡착량 측정기(Surface Area Analyzer) 구입,36000000,2016-11-24,(주)프로테크코리아
17748,자산,동북아물류대학원 텔레비전 및 다기능복사기 구입,4699830,2016-11-23,인천지방조달청
17749,자산,동북아물류대학원 컴퓨터실습실 책상 구입,3841600,2016-11-23,인천지방조달청
17750,자산,동북아물류대학원 컴퓨터실습실 네트워크 공사,2570000,2016-11-23,(주)시트론정보통신
17751,자산,[성과관리사업]2016년도 융합연구 교육기가재(Mini-BeadBeater 96)구입,14200000,2016-11-23,에이프로사이언스
17752,용역,2017년 인천대학교 업무수첩 제작,30000000,2016-11-22,서원기획인쇄
17753,자산,동북아물류대학원 컴퓨터 및 모니터 구입,44985370,2016-11-22,인천지방조달청
17754,공사,위험물저장소 CCTV카메라 설치공사,5750000,2016-11-21,유니아이엔씨(주)
17755,자산,2016년 융합연구 교육기자재 구입(질병동물세포 실험 Station),10268500,2016-11-21,엘림바이오
17756,자산,운동부 동계 트레이닝복 및 방한복 구입,20090000,2016-11-21,사카스포츠
17757,자산,송도캠퍼스 전기 소모자재 구입,9301600,2016-11-21,(주)동광전기
17758,공사,성지관 칸막이 설치 외 기타 시설공사,13300000,2016-11-21,(주)들마건설
17759,공사,도서관 및 사범대 등 방수공사 계약의뢰,16700000,2016-11-21,(주)한마
17760,자산,2016년 융합연구 Probe station 구입,13700000,2016-11-21,엘에스시스템
17761,자산,국내전자책(E-Book) 자료 구입(4차) 의뢰,15800000,2016-11-17,(주)한울아이에스
17762,자산,(대학신문사)카메라 구입,1739340,2016-11-15,인천지방조달청
17763,공사,옥외조명 추가보완 전기공사,4890000,2016-11-15,(주)동광전기
17764,자산,비도서 자료 구입(2차),8000000,2016-11-15,우전미디어
17765,공사,지하주차장 출입구 3개소 정비 및 교내 차선도색공사,15360000,2016-11-15,승탑건설 주식회사
17766,용역,2016년 학생경력개발시스템 고도화(1단계) 용역,29500000,2016-11-15,(주)휴노
17767,자산,증명서 자동발급기 구입,18700000,2016-11-15,(주)아이디씨텍
17768,용역,옥상텃밭(11호관) 조성공사 설계용역,8200000,2016-11-14,디자인가든
17769,용역,2017년 대학달력 디자인 제작,8500000,2016-11-14,(주)이안커뮤니케이션
17770,자산,[국비]약품장(폐액통안전케이스)구입,3314250,2016-11-14,인천지방조달청
17771,공사,냉난방기기 이전 설치공사,418000,2016-11-10,쿨랜드시스템
17772,자산,중앙정수장치의 소모성 부품 구입,9450000,2016-11-09,인일케미칼
17773,자산,자료정리용품(RFID Tag) 구입,12920000,2016-11-08,하누리정보기술(주)
17774,공사,대학본부 칸막이 조정공사,19000000,2016-11-08,한현건설
17775,공사,정보기술대 및 사회대 지층 샤워장 설치공사,5820000,2016-11-04,정문설비 주식회사
17776,공사,조경수목 이식공사,18780300,2016-11-02,정석조경산업
17777,자산,인천대학교 송도캠퍼스 전력조명제어 설비 구매,48246240,2016-11-01,인천지방조달청
17778,자산,인천한국어학당 홍보인쇄물 제작,8820000,2016-11-01,대신인쇄사
17779,공사,총장실 조도개선 등기구 교체 전기공사,2830000,2016-11-01,(주)동광전기
17780,공사,송도캠퍼스 실험실용 압축공기 SCROLL AIREND 교체 공사,19000000,2016-10-31,경원산업기계
17781,자산,(중국학술원) 인차이나포럼 무형자산 구입,21714630,2016-10-31,신호재
17782,자산,국비(성과관리사업) 사범대학 역사교육과 교육용기자재 구입,912800,2016-10-31,인천지방조달청
17783,용역,2016년도 직원 독서통신 위탁교육,10500000,2016-10-31,(주)영진닷컴
17784,공사,송도캠퍼스 환경미화원실 근무환경 개선공사,6420000,2016-10-31,고려설비(주)
17785,공사,청소원 샤워실 조성공사,5940000,2016-10-31,(주)들마건설
17786,자산,[국고(성과관리사업)]전자공학과 교육용기자재(데스크탑 외 2종) 구입,11238260,2016-10-31,인천지방조달청
17787,자산,정보통신공학과 2016년도 교육용기자재(태양광발전시스템 1종) 구입 요청,9600000,2016-10-31,벽산파워 주식회사
17788,공사,스포츠센터 조명시설 보수공사,4279000,2016-10-28,(주)동광전기
17789,공사,송도캠퍼스 화장실 센서(스위치)교체 전기공사,20900000,2016-10-28,예안전력
17790,공사,[국비]국립대법인실험실안전환경조성사업관련 기계설비공사,19250000,2016-10-27,한진건설산업(주)
17791,자산,환경공학전공 교육용실험실습기자재 구입,11265000,2016-10-27,대한이화학
17792,공사,신임교수 연구용 실험실 조성공사 계약의뢰,7200000,2016-10-26,(주)서현하이텍
17793,자산,컴퓨터공학부 2016년 교육용기자재(모니터링모니터) 구입,12000000,2016-10-26,코워베이직
17794,용역,외국인 유학생 유치용 홍보영상 제작,11500000,2016-10-26,(주)트루빈스
17795,자산,[국고(성과관리사업)]전자공학과 교육용기자재(데스크탑켬퓨터 외 1종) 계약 의뢰,4295740,2016-10-26,인천지방조달청
17796,자산,도시건축학부 교육용실험실습기자재 구입,10200000,2016-10-26,(주)네오스페이스
17797,공사,실험실 안전환경 조성공사,4700000,2016-10-26,라온건업
17798,자산,임베디드시스템공학과 2016년 교육용SW 구입,12600000,2016-10-26,(주)한컴MDS
17799,자산,2016년도 인천대학교 교수요람 제작,17300000,2016-10-25,아진전산
17800,공사,강의실 AV시스템 철거 및 재설치공사,8100000,2016-10-24,유니아이엔씨(주)
17801,자산,"일학습병행제 사업운영을 위한 장비구입 (책상,의자)",6760490,2016-10-24,인천지방조달청
17802,자산,컴퓨터공학부 2016년 교육용기자재(모니터-조달) 구입,13753870,2016-10-20,인천지방조달청
17803,용역,2016년 학생경력개발시스템 유지보수 용역,7000000,2016-10-20,(주)휴노
17804,공사,동북아물류대학원(14호관)복도물류 사인물 설치공사,5000000,2016-10-20,대성에프앤티 주식회사
17805,자산,[국고(성과관리사업)]신소재공학과 2016년도 교육용기자재(노트북컴퓨터) 구입,7129000,2016-10-19,(주)대영미디어기술
17806,공사,스포츠센터 보조 골프망 설치 공사,2710000,2016-10-19,4SOME
17807,자산,건설환경공학전공 교육용실험실습기자재 구입,17000000,2016-10-18,진성기업
17808,자산,[국고(성과관리사업)]신소재공학과 2016년도 교육용기자재(3D프린터) 구입,11964300,2016-10-18,(주)씨이피테크
17809,자산,2017학년도 정시 모집요강 제작,18400000,2016-10-18,동양인쇄사
17810,자산,도시공학과 교육용실험실습기자재 구입(건설안전교육정보시스템),13700000,2016-10-17,주식회사 페리굿
17811,공사,제물포캠퍼스 본관 가로등보수 전기공사,3630000,2016-10-17,예안전력
17812,공사,운전원 및 기간제근로자 근무환경 개선공사,11780000,2016-10-17,(주)들마건설
17813,자산,도시건축학부 교육용실험실습기자재구입,10000000,2016-10-14,투에이치디자인웍스
17814,자산,(중국학술원) 인차이나포럼 운영 비품 구매,613290,2016-10-13,인천지방조달청
17815,자산,(수도권특성화사업 본부)교수학습지원팀 4B 기초역량 스마트 콘텐츠 연간사용 계약 요청,20900000,2016-10-13,주식회사 멀티캠퍼스
17816,자산,세무회계학과 2016년도 교육용 기자재 구입(조달),6756280,2016-10-12,인천지방조달청
17817,자산,[국고(성과관리사업)]기계공학과 기자재(전원공급장치) 구입,15436000,2016-10-10,일본칸타무디자인(주)한국지점
17818,자산,2016년도 교육용 기자재 구입(창의인재개발학과)구입,868560,2016-10-07,인천지방조달청
17819,자산,총학생회 데스크탑 컴퓨터 구입의뢰,692830,2016-10-06,인천지방조달청
17820,용역,중국학특성화사업『 물동량 창출을 위한 국제학술회의 개최』용역,20000000,2016-10-06,(사)한국해운물류학회
17821,자산,기계공학과 교육용 비품구입,6800000,2016-10-06,비엔씨
17822,공사,제물포캠퍼스 변전실 정전발생 긴급복구 전기공사,4700000,2016-10-05,예안전력
17823,공사,사회과학대 도장 및 시설보수공사,2460000,2016-10-05,라온건업
17824,자산,[국고(성과관리사업)]전자공학과 교육용기자재(프린터) 구입,1001300,2016-09-30,인천지방조달청
17825,자산,[국고(성과관리사업)]메카트로닉스공학과 dSPACE Prototyping System 구입,30500000,2016-09-29,(주)한컴MDS
17826,자산,[국고(성과관리사업)]안전공학과 교육용기자재(연소진동측정장치) 구입,20143300,2016-09-29,한국내쇼날인스트루먼트(주)
17827,공사,인천대학교 옥외조도 추가개선 요청에 따른 전기공사,15070000,2016-09-29,(주)동광전기
17828,자산,2017~2018학년도 대학입시 홍보용 기념품 구입,20650000,2016-09-28,(주)하나원마켓
17829,자산,전국체전 지원사업 배드민턴부 훈련용품 구입,6975000,2016-09-27,(주)빅터아이엔디
17830,공사,인천대학교 E-Biz센터 자동제어장치 보수공사,2240000,2016-09-26,덕산메카시스(주)
17831,자산,[국고(성과관리사업)]메카트로닉스공학과 안드로이드실습장비 구입,24860000,2016-09-26,씨앤디아이 주식회사
17832,자산,[국고(성과관리사업)]메카트로닉스공학과 기자재(전자로더) 구입,14300000,2016-09-23,(주)제일엠아이
17833,용역,총학생회 주관 2016 들썩임제 부대행사 놀이시설 임차,8470000,2016-09-23,키즈앤스토리
17834,공사,인천대학교 미래관 냉난방기 화학세척 시공공사,6520000,2016-09-23,(주)세이버이엔지
17835,자산,[국고(성과관리사업)]전자공학과 교육용S/W(TCAD 2D 외 1종) 구입,8000000,2016-09-22,(주)실바코코리아
17836,공사,정보전산팀 항온항습기 급기닥트 설치공사,6000000,2016-09-22,거성닥트공사
17837,용역,(수도권대학 특성화 미래) 교육통합성과관리 시스템 추가고도화 개발,18700000,2016-09-22,(주)이에스소프트
17838,공사,제물포캠퍼스 다목적실습실 샤워장 설치공사,8270000,2016-09-21,삼우기공
17839,용역,(공자학원) 2016 대련외국어대학교 예술단 초청행사 용역,15600000,2016-09-21,(주)레지오여행사
17840,공사,인천대학교 AV시스템 재설치 및 영상송출 공사,6100000,2016-09-21,(주)시트론정보통신
17841,자산,(수도권대학 특성화 미래)미래도시사업단 질적성장기반 구축을 위한 플로터 스캐너 계약 의뢰,21012860,2016-09-20,인천지방조달청
17842,자산,국내전자책(E-Book)자료 구입(3차),9600000,2016-09-20,(주)아람미디어
17843,용역,(수도권대학 특성화 미래) 드론 영상기반 스마트 도시공간 모델링 교육 용역,9900000,2016-09-12,주식회사 지오인트
17844,공사,9호관 204호 실험실 및 기숙사 2층 전기공사,2800000,2016-09-12,주식회사 신한이앤지
17845,용역,(수도권대학 특성화 미래) 2016 NCS 기반 맞춤형 취업/진로 컨설팅 계약,19882000,2016-09-12,(주)커리어 인스티튜트
17846,공사,인천대학교 테니스장 조도 추가개선 전기공사,26309000,2016-09-12,주식회사 카스정보통신
17847,자산,총장실 노트북 조달 구매,1085830,2016-09-08,인천지방조달청
17848,자산,[국고(성과관리사업)]기계공학과 기자재(레이저헤드장치),19000000,2016-09-08,일본칸타무디자인(주)한국지점
17849,용역,2017학년도 학생부종합전형 서류 및 면접평가 PC등 집기 렌탈,19400000,2016-09-08,(주)이렌컴
17850,자산,[국비]초저온 냉동고 및 인화성캐비넷 구입,19500000,2016-09-07,카이랩
17851,자산,총장 취임식관련 축하 오찬,15000000,2016-09-07,잔치부페출장부페
17852,공사,해양학과 실험실 내화학성 바닥공사,6100000,2016-09-07,(주)들마건설
17853,공사,[국비] 실험실습실 안전환경 기반조성 사업 전기공사,13800000,2016-09-07,(주)동광전기
17854,자산,인천대학교 제15대 총장 취임식 기념품 구입,13000000,2016-09-06,한국도자기특판(주)
17855,자산,예술체육대학)ART SPACE IN 개관기념전 도록제작,9000000,2016-09-06,이프로디자인
17856,자산,해외전자책(E-Book) 자료 구입(2차),26193000,2016-09-06,존와일리앤드손스 한국지사
17857,공사,메인기계실 자동정유량밸브 보수,5236000,2016-09-05,신우밸브(주)
17858,공사,실험실 폐수유량계 설치 및 싱크대 철거 설치 계약의뢰,5300000,2016-09-05,명주씨앤에프
17859,자산,임베디드시스템공학과 2016년 교육용기자재(노트북컴퓨터-조달) 구입,19705840,2016-09-02,인천지방조달청
17860,자산,도시공학과 교육용기자재구입(적외열영상센서),7100000,2016-09-01,(주)디제이아이코리아
17861,공사,기계공학과 실험실 공간 조정공사,4700000,2016-09-01,성덕건설
17862,공사,외국어교육센터 복도 및 강의실 도장공사,2800000,2016-09-01,성덕건설
17863,공사,각동 현관도어 보수공사,8120000,2016-08-31,중앙건업(폐업)
17864,자산,인천학 디지털콘텐츠 구축 사업 관련 재료 구입,16000000,2016-08-31,(주)다윗소프트
17865,용역,스포츠센터 셔틀버스 운행계약(2016년 3/4분기),10890000,2016-08-31,(주)우주투어
17866,자산,임베디드시스템공학과 실습재료(MCU 외 30종) 구입,9027000,2016-08-30,이오테크
17867,자산,정보통신공학과 2016년 교육용기자재 및 소프트웨어(통신용 RF장비 계측용 커넥팅 키트 1종) 구입,6992000,2016-08-30,(주)아드반텍
17868,자산,(수도권대학 특성화 미래)미래도시 학습자료실 구축을 위한 도서구입,21398800,2016-08-30,도서출판현대문화사
17869,용역,인천대학교 불용품(폐기물) 처리용역,11800000,2016-08-30,피에스환경
17870,자산,(성과관리사업)운동건강학부 초음파영상진단장비 구입,95000000,2016-08-29,(주)에스엠써플라이
17871,자산,인천대학교 환경미화용 소모품 구입(핸드타올 외 7 종),7030000,2016-08-29,지현종합상사
17872,자산,2016년 장기근속자 해외시찰 국민관광상품권 구입,28800000,2016-08-29,(주)코리아트래블즈
17873,공사,해양학과 연구실험실(316호) 급배수시설 설치공사,1930000,2016-08-26,삼우기공
17874,자산,2016년 2학기 행정업무용 인터넷 전화기 구입,14240000,2016-08-26,주식회사 아이티패밀리
17875,공사,강당공연장 공연연습실 환기설비 설치(공연예술학과) 공사,12050000,2016-08-25,(주)오아시스산업
17876,공사,체육관 바닥 라인마킹 공사 계약의뢰,1760000,2016-08-25,대전마루샌딩
17877,공사,소비자아동학과 놀이치료연구실 냉난방 공사,7690000,2016-08-24,(주)디아이공조
17878,공사,본관 이사장실 냉난방 설치공사,15450000,2016-08-24,쿨랜드시스템
17879,공사,총장실외 CCTV설비 보완 및 영상회의실 음향설비 정비 계약의뢰,4300000,2016-08-23,유니아이엔씨(주)
17880,자산,학내 행사지원 네트워크 재료 구입,7792400,2016-08-23,(주)디지스트
17881,공사,인천대학교 경관조명 제어장치 보수 전기공사,4270000,2016-08-23,예안전력
17882,공사,냉방기기 이전설치 공사,462000,2016-08-23,쿨랜드시스템
17883,공사,소비자아동학과 놀이치료연구실 등 소방시설 보수공사,2400000,2016-08-23,송언이엔지주식회사
17884,자산,[국고(성과관리사업)]신소재공학과 교육용기자재(고온소결시스템) 구입,15800000,2016-08-22,(주)위너테크놀로지
17885,공사,소비자아동학과 놀이치료연구실 전기공사,4690000,2016-08-22,(주)동광전기
17886,자산,"공연예술학과 LED Moving Wash, Dance Floor 구입",27200000,2016-08-22,(주)씨앤씨라이트웨이
17887,용역,(수도권대학 특성화 미래)재난관리 현장체험 계약,19000000,2016-08-22,사단법인 전국재해구호협회
17888,공사,대학본부 이사장 부속실 환경개선공사,9820000,2016-08-19,(주)들마건설
17889,공사,27호관 지하104호 강의실 AV시스템 철거 및 재설치 공사,2070000,2016-08-18,유니아이엔씨(주)
17890,공사,인천대학교 융합과학기술원 AV시스템 설치공사,4535000,2016-08-18,(주)유리네트웍스
17891,자산,[국고(성과관리사업)]안전공학과 2016년도 교육용기자재(연소유량제어및분석장치),9500000,2016-08-18,(주)비츠로테크
17892,자산,[국비]비상샤워기 및 폐액운반용카트 구입,17050000,2016-08-17,연우테크
17893,공사,생활원 게스트하우스 복도 타일 교체 공사,9240000,2016-08-16,"강화카페트,매트"
17894,공사,소비자아동학과 놀이치료실 환경개선공사 계약,13270000,2016-08-16,(주)들마건설
17895,공사,자연대 화확과 실험실 바닥 내화학 조장 공사,16360000,2016-08-16,주식회사 한라아이디건설
17896,공사,보건진료소 자동문 설치공사,3600000,2016-08-16,라온건업
17897,공사,대학본부 영상회의실 벽면 칼라유리 설치공사,18400000,2016-08-12,세이갤러리
17898,자산,2016학년도 2학기 생활원 오리엔테이션 기념품 구매,9801000,2016-08-11,선우기획
17899,용역,2016학년도 2학기 생활원 개관청소,19100000,2016-08-11,(주)맥스크리닝
17900,자산,인천대학교 융합과학기술원 AV시스템 관급자재 구매,11884450,2016-08-11,인천지방조달청
17901,자산,2016학년도 2학기 수강신청펀람 제작,7464000,2016-08-11,동양인쇄사
17902,자산,국비(성과관리사업)물리학과 2016년 교육용실험실습기자재(병렬계산용클러스터 컴퓨터) 구입,28000000,2016-08-10,인천네트워크센터
17903,자산,국내전자책(E-Book) 자료 구입(2차) 의뢰,18130000,2016-08-10,(주)한울아이에스
17904,공사,지하주차장 출입구 캐노피 설치공사,95762750,2016-08-10,인천지방조달청
17905,자산,사회복무요원 피복(동·하복) 조달 구매,527100,2016-08-08,인천지방조달청
